Name,Year,Group,Status,Birth Date,Birth Place,Gender,Alma Mater,Undergraduate Major,Graduate Major,Military Rank,Military Branch,Space Flights,Space Flight (hr),Space Walks,Space Walks (hr),Missions,Death Date,Death Mission
Ruben Smith,1972.0,8.0,Active,06/26/1944,"Sluiskil, Netherlands",Male,City College of New York; Rutgers University,Aerospace Engineering,Engineering Science,Colonel,US Air Force (Retired),4,1305,4,18.8,ISS-24/25 (Soyuz),,
Daniel Powell,2008.0,,Retired,09/20/1969,"Hackensack, NJ",Male,University of California-Santa Cruz; Dalhousie University,Ceramic Engineering,Physiology,Captain,US Navy (Retired),1,566,0,0.4,"STS-117 (Atlantis), STS-128 (Discovery)",01/28/2009,
Daniel Kemp,1984.0,7.0,Retired,06/08/1951,"Portland, OR",Male,US Naval Postgraduate School,Aerospace Engineering,No Major,Lieutenant Colonel,US Marine Corps (Retired),1,5138,2,3.9,"STS-39 (Discovery), STS-52 (Columbia)",,
Rodney Sutton,1993.0,16.0,Retired,03/04/1957,"San Antonio, TX",Male,California Institute of Technology,Physics,Mechanical Engineering,,,4,18,0,0.0,STS-119 (Discovery),09/11/1997,
Lisa Gutierrez,1963.0,3.0,Retired,10/16/1932,"Paterson, NJ",Male,University of Texas-Dallas,Mechanical Engineering,Medicine,,US Navy (Retired),1,1947,5,20.8,"STS-7 (Challenger), STS 51-B (Challenger), STS-30 (Atlantis), STS-42 (Discovery), STS-71 (Soyuz/Atlantis)",,
Thomas King,2003.0,17.0,Retired,11/15/1964,"Dickinson, KS",Male,Texas Technological College,Electrical Engineering,Mechanical Engineering,,,0,1433,3,10.0,Skylab 4,,
Steven Johnson,2006.0,,Retired,02/08/1972,"Scranton, PA",Male,San Diego State University; Stanford University,Industrial Management,Nuclear Engineering,Major General,US Marine Corps (Retired),4,2074,7,34.7,"STS-100 (Endeavor), ISS-11 (Soyuz), STS-119 (Discovery)",07/25/2004,
Natalie Mccullough,,10.0,Management,08/12/1950,"Paterson, NJ",Male,Stanford University,Engineering Mechanics,No Major,Captain,,1,762,0,0.7,ISS-24/25 (Soyuz),,
Maria Blankenship,,16.0,Retired,02/18/1968,"San Diego, CA",Male,US Naval Academy; US Naval Postgraduate School,Mathematics,Mechanical Engineering,Colonel,,4,4068,8,48.7,"STS-51 (Discovery), STS-69 (Endeavor), STS-88 (Endeavor), STS- 109 (Columbia)",,
Patrick Romero,1986.0,14.0,Management,11/10/1946,"Arcadia, CA",Female,University of Vermont; Johns Hopkins University,Astronomy,Engineering,Captain,US Navy (Retired),1,145,3,11.2,,,
Scott Gutierrez,1975.0,7.0,Active,03/31/1946,"Brooklyn, NY",Male,Drexel University; University of Maryland,Mathematics,Medicine,,,2,441,3,9.6,"STS-75 (Columbia), STS-82 (Discovery), STS-101 (Atlantis), STS-105 (Discovery)",,
Kenneth Stark,1985.0,11.0,Retired,01/07/1952,"Fayetteville, AR",Male,Cornell University,Aeronautical Engineering,Astronautics,Colonel,US Air Force (Retired),2,13,2,5.0,STS 51-F (Challenger),,
Wendy Delacruz,1971.0,6.0,Deceased,05/09/1934,"Hackensack, NJ",Male,University of Colorado; US Naval Postgraduate School,Biological Science,No Major,Captain,US Navy,3,1105,1,1.4,"STS-85 (Discovery), STS-95 (Discovery), STS-114 (Discovery), STS-130 (Endeavor)",,
Timothy Mclaughlin,1983.0,8.0,Retired,04/06/1947,"Cleveland, OH",Male,University of Kansas; University of California,Military Engineering,Aeronautical Systems,,,2,628,4,18.2,STS-116 (Discovery),,
Tom Phelps,1988.0,11.0,Retired,02/16/1961,"Ancon, Panama",Male,US Air Force Academy; Ohio State University; University of Colorado,Engineering,Electrical Engineering,,,2,1101,4,19.2,STS-6 (Challenger),,STS 51-L (Challenger)
Kaitlyn Rich,1988.0,16.0,Management,05/22/1948,"Longmont, CA",Male,US Naval Academy; US Naval Postgraduate School,Zoology,Physics,Captain,US Air Force (Retired),4,4,0,0.0,"STS-118 (Endeavor), ISS-23/24 (Soyuz)",,
Paul Gibson,1981.0,11.0,Deceased,01/27/1951,"Boston, MA",Male,University of Oklahoma; Stanford University,Naval Sciences,Systems Management,Colonel,,2,557,2,7.4,Apollo 13,,
Caroline Diaz,1997.0,16.0,Retired,04/04/1962,"Orange, NJ",Female,Auburn University; University of Virginia,"Aeronautics & Astronautics; Earth, Atmospheric & Planetary Sciences",Earth & Planetary Sciences,Captain,US Navy (Retired),2,1486,5,24.7,"STS 41-D (Discovery), STS 51-D (Discovery), STS 61-B (Atlantis)",,
Pamela Cole,1971.0,8.0,Retired,08/14/1943,"Los Angeles, CA",Male,Oregon State University; University of Arizona,,Mechanical Engineering,Colonel,US Navy (Retired),1,2549,7,38.3,"STS-112 (Atlantis), STS-126/119 (Endeavor/Discovery), STS-135 (Atlantis)",,
April Fox,,10.0,Retired,08/06/1941,"Rome, Italy",Male,US Air Force Academy; Georgia Institute of Technology,Physics,Business Administration,,,4,162,9,57.8,"Gemini 7, Apollo 8",,STS 51-L (Challenger)
Paige Rich,1973.0,6.0,Deceased,12/18/1938,"Austin, TX",Male,University of the Pacific; University of California-Santa Barbara,Chemistry,Systems Management,Colonel,,1,449,0,0.0,"Gemini 8, Apollo 11",,
Julie Norris,1994.0,17.0,Retired,12/08/1961,"Philadelphia, PA",Male,Texas Technological College,Engineering,Aeronautics & Astronautics,,US Navy (Retired),4,213,0,0.7,"STS-41 (Discovery), STS-49 (Endeavor), STS-61 (Endeavor), STS-79 (Atlantis)",,
Brian Martinez,1986.0,15.0,Retired,03/03/1947,"San Diego, CA",Male,California Institute of Technology,Engineering Physics,Aeronautical Engineering,Captain,US Air Force,5,201,1,1.0,"STS-47 (Endeavor), STS-60 (Discovery), STS-85 (Discovery)",,
Leslie Baker,2002.0,19.0,Active,09/05/1959,"Boston, MA",Male,University of Houston; Texas Tech University,Mechanical Engineering,Chemical Engineering,,US Navy (Retired),2,901,9,56.4,"STS-93 (Columbia), STS-100 (Endeavor), STS-112 (Atlantis)",,
Jennifer Lozano,2007.0,20.0,Active,09/26/1969,"Boston, MA",Male,Baldwin Wallace College; US Naval Postgraduate School,Physical Science,Aeronautical Engineering,Major General,US Air Force Reserves (Retired),3,4710,10,61.6,"Gemini 4, Apollo 9",,
Jason Smith,1960.0,2.0,Retired,11/04/1929,"Arcadia, CA",Male,Syracuse University; Marietta College; University of California-Los Angeles; University of Kentucky; University of Houston; Columbia University,Industrial Management,No Major,Colonel,US Air Force (Retired),1,56,0,0.1,STS-110 (Atlantis),,
Whitney Gibson,2003.0,18.0,Deceased,05/12/1965,"Shawnee, OK",Female,US Naval Academy,Aerospace Engineering,Systems Engineering,Colonel,,3,4138,2,7.9,,,
Austin Henderson,1999.0,,Retired,03/20/1963,"Ancon, Panama",Male,University of Virginia; University of Michigan,Aerospace Engineering,Public Health,,US Navy (Retired),4,1444,4,16.1,STS 51-L (Challenger),,
James Walker,1980.0,14.0,Active,01/23/1940,"Yonkers, NY",Male,Princeton University,,Engineering,Colonel,US Army (Retired),4,198,1,1.7,"STS-35 (Columbia), STS-67 (Endeavor)",,
Stephanie King,1972.0,,Retired,06/30/1939,"Boston, MA",Male,US Naval Academy,Physics,Physics,Colonel,US Navy,1,4098,7,39.7,"ISS-09 (Soyuz), ISS-18 (Soyuz), STS-134 (Endeavor)",,
Michael Daniels,1975.0,5.0,Management,05/20/1938,"Jamestown, TN",Male,University of Houston; Texas Tech University,Astronautical Engineering,Laboratory Astrophysics,,,3,949,1,4.3,Mercury 7,,
Melissa Nelson,2005.0,,Deceased,03/25/1960,"Redwood, CA",Male,Texas Tech University; California State University,Computer Science,Aeronautics & Astronautics,Colonel,,3,1370,6,31.7,STS 61-B (Atlantis),10/13/1996,
Michelle Erickson,,20.0,Retired,08/09/1972,"Orange, TX",Male,US Air Force Academy; Embry-Riddle Aeronautical University,Applied Science & Engineering,Mechanical  Engineering,,,6,804,6,31.0,"Gemini 9, Apollo 10, Apollo 17",,
Cindy Blankenship,1981.0,13.0,Retired,04/16/1947,"Dallas, TX",Female,College of William & Mary; Eastern Virginia Medical School,Mechanical Engineering,Environmental Science,,,3,2319,2,7.4,,,
Roger Duncan,,8.0,Retired,03/09/1938,"El Paso, TX",Male,US Coast Guard Academy; West Florida University,Engineering Physics,No Major,Captain,US Air Force Reserves,1,1653,9,55.4,"STS-8 (Challenger), STS 51-B (Challenger)",,
Shawn Weiss,1981.0,12.0,Retired,12/14/1938,"St. Louis, MO",Male,University of Colorado; University of California Los Angeles,,Veterinary Medicine,,,4,495,1,3.1,"STS-119 (Discovery), ISS-31/32 (Soyuz)",,
Joseph Rodriguez,1968.0,4.0,Deceased,06/17/1936,"Norfolk, VA",Male,City College of New York; Rutgers University,Ocean Engineering,Hydraulic Engineering,Major,US Air Force,1,5497,9,57.6,"STS-58 (Columbia). STS-86/89 (Atlantis/Endeavor), STS-112 (Atlantis), STS-127 (Endeavor)",,
Richard Ramirez,1988.0,16.0,Retired,04/09/1955,"Carlsbad, NM",Male,Princeton University,Physics,Mechanical Engineering,,,3,3450,3,10.6,"STS-2 (Columbia), STS 51-I (Discovery)",,
Connie Kramer,1992.0,16.0,Deceased,04/04/1953,"Fort Knox, KY",Female,State University of New York-Buffalo; Cornell University; University of Texas,Mathematics & Physics,Medicine,,,3,1312,9,57.2,STS-33 (Discovery),,
Carlos Allen,2001.0,18.0,Retired,10/20/1961,"New York, NY",Female,State University of New York at Buffalo; Northeastern University,Physics & Mathematics,Electrical Engineering,Colonel,,1,2059,8,48.5,Apollo 7,,
Shane Gardner,,,Management,05/14/1958,"Miami, FL",Female,University of Minnesota-Minneapolis,Aerospace Engineering,Medicine,,,2,688,8,49.7,,,
Lawrence Scott,1996.0,19.0,Retired,09/03/1960,"Fairmont, MN",Male,US Air Force Academy; Columbia University; Troy State University,Engineering Science,Geophysics,,,0,821,7,39.4,STS 51-I (Discovery),,
Dennis Jefferson,1988.0,11.0,Retired,07/25/1955,"Cincinnati, OH",Male,Cornell University,Chemistry,No Major,Captain,US Naval Reserves,1,1443,4,18.9,STS-107 (Columbia),,
Timothy Torres,,13.0,Retired,05/26/1966,"Baltimore, MD",Male,US Naval Academy; George Washington University,Mechanical Engineering,Physics,,,3,118,0,0.2,"STS-128/129 (Discovery/Atlantis), STS-133 (Discovery)",,
Kristen Rodriguez,1993.0,13.0,Management,06/24/1958,"Philadelphia, PA",Male,State University of New York-Buffalo; Cornell University; University of Texas,Engineering,Aerospace Engineering,Commander,US Air Force,0,17,0,0.0,STS 51-F (Challenger),,
Kristen Mendoza,2002.0,18.0,Retired,02/29/1968,"Eugene, OR",Male,US Air Force Academy; California State University-Fresno,Engineering,Aerospace Engineering,,,1,720,6,31.4,STS-128 (Discovery),,
Megan Blackwell,1963.0,3.0,Management,03/11/1932,"Jersey City, NJ",Female,Iowa Wesleyan College; Rice University,Engineering Management,Applied Plasma Physics,,,3,7,0,0.1,"STS-57 (Endeavor), STS-68 (Endeavor), STS-81 (Atlantis), STS-92 (Discovery)",,
Joseph Rodriguez,1965.0,2.0,Management,04/15/1936,"Muskegon, MI",Male,Harvey Mudd College; University of Washington,Solid Earth Sciences,Aeronautics & Astronautics,Colonel,,2,454,0,0.0,"STS-56 (Discovery), STS-66 (Atlantis), STS-96 (Discovery), STS-110 (Atlantis)",12/07/1988,
Diana Jones,1987.0,15.0,Retired,09/07/1955,Richfield. UT,Male,Amherst College; California Institute of Technology,Space Physics,Engineering Management,Captain,,3,509,5,25.6,"STS-125 (Atlantis), STS-132 (Atlantis)",05/12/1995,
Joseph Guerra,1961.0,3.0,Retired,05/04/1926,"Pontiac, MI",Male,MIT,Electrical Engineering,Safety Engineering,Lieutenant Colonel,,7,42,0,0.0,STS-128 (Discovery),,
Jared Rodriguez,1964.0,5.0,Management,04/12/1935,"Amarillo, TX",Male,Missouri Southern State College; University of Missouri; University of Washington,Business Management; Aeronautical Engineering,Engineering Management,,US Air Force (Retired),2,845,2,6.9,"STS-9 (Columbia), STS-35 (Columbia)",,
Peter Schultz,1962.0,3.0,Management,07/09/1927,"Lake Charles, LA",Male,US Air Force Academy; George Washington University,Mathematics & Physics,Aeronautics & Astronautics,Captain,US Air Force Reserves,4,148,0,0.5,STS 51-L (Challenger),,
Shawn Smith,1993.0,7.0,Management,05/10/1959,"Lebanon, MO",Male,Framingham State College; Bowie State College,Mathematics & Economics,No Major,Captain,US Navy (Retired),0,111,0,0.0,"STS-126 (Endeavor), ISS-49/50 (Soyuz)",,
David Goodwin,1982.0,8.0,Deceased,08/17/1943,"Erie, PA",Female,University of Colorado; Rensselaer Polytechnic Institute; University of Hartford,Naval Sciences,Mechanical Engineering,,US Marine Corps (Retired),4,3605,4,14.4,"STS-33 (Discovery), STS-49 (Endeavor), STS-61 (Endeavor), STS-73 (Columbia)",,
Matthew Burton,1990.0,14.0,Retired,05/16/1957,"Bar Harbor, ME",Female,Auburn University; University of Tennessee,Electrical Science,Physics,,,3,877,0,0.5,"STS-6 (Challenger), STS 51-D (Discovery), STS-51-J (Atlantis)",,
Carla Navarro,1959.0,3.0,Retired,07/18/1921,"Louth, England",Male,University of California-Berkeley; University of California-Santa Barbara,Mathematics & Physics,No Major,,US Navy (Retired),2,106,1,0.8,STS-33 (Discovery),,
Roger Lopez,1990.0,12.0,Retired,06/06/1952,"Memphis, TN",Male,University of New Hampshire; Ohio State University; Harvard University,Chemical Engineering,Aeronautics & Astronautics,Colonel,US Air Force (Retired),2,2685,3,10.9,"STS-8 (Challenger), STS 61-A (Challenger), STS-39 (Discovery), STS-53 (Discovery)",,
Hannah Cooper,2006.0,18.0,Active,08/02/1970,"Charleston, SC",Male,Davidson College; University of Virginia; Wake Forest University; University of Texas Medical Branch-Galveston,Engineering Management,Chemistry,,,4,4019,6,26.2,"Mercury 4, Gemini 3, Apollo 1",,
Bradley Small,1995.0,18.0,Deceased,11/03/1945,"Lake City, SC",Male,US Military Academy; University of Michigan,Mechanical Engineering,Engineering Science,,US Air Force (Retired),2,54,0,0.6,"STS-32 (Columbia), STS-46 (Atlantis), STS-62 (Columbia), STS-81 (Atlantis), STS-98 (Atlantis)",,STS-107 (Columbia)
Rebecca Ingram,1997.0,16.0,Retired,04/01/1955,"Euclid, OH",Male,US Naval Academy; Harvard University,Physics,Electronics Engineering,Major,US Army,3,4257,3,14.2,STS-6 (Challenger),,
John Smith,1984.0,15.0,Retired,01/04/1950,"Chicago, IL",Male,Cornell University; Stanford University,Applied Science & Engineering,Engineering Science,,,2,1083,3,14.8,"STS-1 (Columbia), STS-7 (Challenger), STS 41-C (Challenger), STS 41-G (Challenger)",,
Jason Stokes,2005.0,18.0,Retired,10/01/1968,"Manchester, NH",Male,University of Notre Dame,Space Physics,No Major,Commander,US Navy,2,3287,5,26.6,STS-73 (Columbia),,
Mark Jones,2000.0,,Retired,01/31/1955,"Endicott, NY",Male,University of New Hampshire; Ohio State University; Harvard University,,Mechanical  Engineering,Colonel,,5,1004,8,47.8,"Gemini 10, Apollo 11",,
Jordan Hernandez,2002.0,19.0,Retired,10/31/1965,"Carlsbad, NM",Female,Embry-Riddle University; Georgia Institute of Technology,Aeronautical & Astronautical Engineering,Physics,,US Air Force (Retired),1,215,7,39.1,"STS 51-G (Discovery), STS-34 (Atlantis), STS-43 (Atlantis), STS-58 (Columbia), STS-76/79 (Atlantis)",,
Lisa Perkins,1959.0,2.0,Management,07/18/1921,"Marianna, FL",Male,California Polytechnic State University,Mechanical Engineering,Physiology,,,4,477,0,0.0,"STS-111/113 (Endeavor), ISS-16 (Soyuz), ISS-50/51 (Soyuz)",,
Juan Chavez,1970.0,9.0,Retired,08/24/1941,"Pittsburgh, PA",Male,Ohio State University; University of Southern California; University of Houston,Physics & Mathematics,Computer Science,Colonel,US Navy (Retired),3,198,2,4.8,,,
Dustin Castillo,1963.0,3.0,Deceased,11/17/1930,"Charles City, IA",Male,University of California-Berkeley; University of Tennessee,Mechanical Engineering,Geology,,,3,509,4,18.2,"STS-8 (Challenger), STS 51-B (Challenger)",01/08/1990,STS-107 (Columbia)
Nicole Williams,2008.0,20.0,Retired,03/12/1968,"Lockport, NY",Male,University of Notre Dame,Mechanical Engineering,Aeronautical Engineering,Captain,US Air Force,2,262,5,25.8,"STS-53 (Discovery), STS-59 (Endeavor), STS-76 (Atlantis)",,
Dr. Michelle Fry,1972.0,7.0,Retired,02/22/1940,"Syracuse, NY",Male,University of Colorado,Mechanical Engineering,Aeronautical & Astronautical Engineering,,,2,2114,3,10.1,"STS-49 (Endeavor), STS-59 (Endeavor), STS-76 (Atlantis)",,
Michele Mitchell,2002.0,,Deceased,02/08/1968,"Jersey City, NJ",Male,Rice University,,Engineering Management,,US Army (Retired),2,1602,3,13.8,"STS-116/117 (Discovery/Atlantis), ISS-32/33 (Soyuz)",,
Maxwell Wilson,1992.0,16.0,Active,12/19/1954,"Chicago, IL",Male,University of North Carolina,Mathematics,Physics,,,5,4774,3,8.7,"STS-96 (Discovery), STS-107 (Columbia)",,
Brian Valentine,1974.0,12.0,Retired,06/23/1947,"Belmont, MA",Male,US Air Force Academy; University of Colorado; Colorado State University; University of Minnesota; University of Texas Medical Branch-Galveston,Electrical Engineering,Aeronautics & Astronautics,Colonel,,4,710,7,32.7,"STS-51 (Discovery), STS-69 (Endeavor), STS-88 (Endeavor), STS- 109 (Columbia)",03/23/1992,
Joseph Young,1962.0,4.0,Deceased,03/30/1926,"Mount Clemens, MI",Male,US Naval Academy; MIT,Engineering Science,Operations Research,,,1,587,0,0.1,"STS-127 (Endeavor), ISS-34/35 (Soyuz)",,
Robert King,1970.0,6.0,Active,11/29/1937,"Honolulu, HI",Female,US Military Academy; Georgia Institute of Technology; US Army War College,Aerospace Engineering,Medicine,Colonel,,3,744,9,57.5,STS-113 (Endeavor),,
Hannah Nelson,1998.0,18.0,Retired,09/24/1953,"Chicago, IL",Female,US Military Academy,Aeronautics & Astronautics,Aeronautical Science,Captain,US Air Force (Retired),2,1084,6,28.6,"STS-57 (Endeavor), STS-70 (Discovery), STS-88 (Endeavor), STS-109 (Columbia)",,
John Walker,2001.0,18.0,Active,07/11/1967,"Oak Park, IL",Male,Cornell University,Electrical Engineering; Computer Science,No Major,Major General,US Navy,4,1412,1,2.4,"Apollo-Soyuz Test Project, STS-5 (Columbia), STS 41-B (Challenger), STS-35 (Columbia)",,
Kyle Smith,1992.0,17.0,Retired,01/22/1960,"Okemah, OK",Male,US Naval Academy; US Naval Postgraduate School,Physics,No Major,,,4,1266,4,25.2,"STS-123 (Endeavor), STS-130 (Endeavor)",12/03/1998,
Cody Jones,1996.0,15.0,Retired,03/16/1960,"Pittsburgh, PA",Male,Carnegie-Mellon University; US Naval Postgraduate School; MIT,Aerospace Engineering,No Major,Captain,US Marine Corps (Retired),1,2078,4,17.4,"STS 41-C (Challenger), STS 51-I (Discovery)",,
Barbara Hall DDS,1972.0,6.0,Retired,03/11/1943,"Denver, CO",Male,MIT; Stanford University; University of Houston-Clear Lake,Biology & Psychology,Chemical Engineering,Colonel,,4,973,1,1.1,STS-89 (Endeavor),06/13/2002,
Molly Davis,2006.0,18.0,Management,08/28/1973,"Belmont, MA",Female,Lehigh University; MIT; Rutgers University,Physics,Aerospace Engineering,Colonel,US Navy (Retired),4,4079,8,46.3,"STS-35 (Columbia), STS-67 (Endeavor)",,
Terry Campbell,1996.0,16.0,Retired,06/09/1963,"Del Norte, CO",Female,US Merchant Marine Academy; University of California-Los Angeles,Mathematics,Engineering Science,,US Air Force (Retired),3,1090,6,27.9,"STS-32 (Columbia), STS-52 (Columbia), STS-63 (Discovery), STS-86 (Atlantis), STS-102 (Discovery), STS-113 (Endeavor)",,
Sara Clark,2000.0,17.0,Active,09/01/1959,"Buenos Aires, Argentina",Male,Baldwin Wallace College; US Naval Postgraduate School,Mathematics & Physics,Aeronautical Engineering,,,2,2627,7,33.9,"STS-123 (Endeavor), STS-129 (Atlantis)",,
Jonathan Hernandez,1994.0,17.0,Management,06/13/1958,"Jiangxi, China",Male,University of California-Davis; Stanford University,Ecological Science,Law,,,5,1654,4,18.8,"STS-85 (Discovery), STS-95 (Discovery), STS-114 (Discovery), STS-130 (Endeavor)",,
Herbert Maddox,1990.0,15.0,Retired,01/16/1962,"Arcadia, CA",Female,Cornell University; Stanford University,Physics & Mathematics,Computer Science,,,2,205,0,0.0,Apollo 15,03/04/1996,
Mr. Alan Stein II,1977.0,11.0,Management,05/23/1937,"Arcadia, CA",Male,California Polytechnic State University,Engineering,Mechanical & Aerospace Engineering,,US Air Force (Retired),1,93,0,0.3,"STS 61-A (Challenger), STS-32 (Columbia), STS-50 (Columbia), STS-71 (Atlantis), STS-89 (Endeavor)",,
