,ORDERKEY,CUSTKEY,ORDERSTATUS,TOTALPRICE,ORDERDATE,ORDERPRIORITY,CLERK,SHIPPRIORITY,COMMENT
8800,35201,5959,F,285429.01,739238400.0,5-LOW,Clerk#000000579,0, quietly ironic deposits across the thinly express packages 
8801,35202,80251,O,188654.13,868060800.0,2-HIGH,Clerk#000000817,0,"final, final requests wake q"
8802,35203,127648,O,61385.79,864259200.0,2-HIGH,Clerk#000000409,0, instructions cajole slyly among the slyly regular packages-- regular platele
8803,35204,52369,O,31131.22,873676800.0,4-NOT SPECIFIED,Clerk#000000803,0,elets nag slyly carefully regular accounts. de
8804,35205,89566,O,173774.98,868233600.0,4-NOT SPECIFIED,Clerk#000000450,0,ar deposits above the slyly e
8805,35206,81740,O,231583.2,838166400.0,5-LOW,Clerk#000000182,0,fully according to the pending pinto beans. slyly unusual packages sleep
8806,35207,101087,O,195066.72,831254400.0,3-MEDIUM,Clerk#000000451,0,"leep quickly regular somas. unusual, express asympto"
8807,35232,62189,O,206762.14,836697600.0,4-NOT SPECIFIED,Clerk#000000990,0, deposits. blithely ironic dependencies kindle slyly 
8808,35233,9650,F,133576.51,750470400.0,5-LOW,Clerk#000000045,0, requests haggle blithe
8809,35234,20806,O,19569.45,864604800.0,2-HIGH,Clerk#000000793,0,press orbits above the fluffily pending packages impress slyly b
8810,35235,8872,O,375345.11,875923200.0,1-URGENT,Clerk#000000447,0,s are furiously silent frets. blithely final real
8811,35236,128398,O,59650.64,865728000.0,2-HIGH,Clerk#000000705,0, the accounts. sometimes even reques
8812,35237,51904,F,184024.62,726019200.0,2-HIGH,Clerk#000000675,0,eans boost carefully blithely even packages. express foxes doze carefully acco
8813,35238,92518,P,184591.02,799113600.0,5-LOW,Clerk#000000922,0,ding warthogs. packages us
8814,35239,30190,O,110513.16,816220800.0,1-URGENT,Clerk#000000510,0,ly final pinto beans cajole blithely even
8815,35264,90892,F,29032.5,795139200.0,4-NOT SPECIFIED,Clerk#000000451,0, after the regular deposits mold ac
8816,35265,144188,F,249560.05,754617600.0,4-NOT SPECIFIED,Clerk#000000515,0,y bold foxes. accounts use furiously after the furiously
8817,35266,104777,F,266862.46,789782400.0,4-NOT SPECIFIED,Clerk#000000963,0, even packages nag furiously ironic packages. fu
8818,35267,132224,O,133234.45,864518400.0,1-URGENT,Clerk#000000774,0,long the blithely special dependencies. furiously ironic asymptotes according 
8819,35268,38254,O,2693.48,884822400.0,3-MEDIUM,Clerk#000000730,0,affix carefully quick packages. fu
8820,35269,26360,F,63787.87,771811200.0,5-LOW,Clerk#000000044,0,bold theodolites. carefully pending 
8821,35270,78157,F,29059.77,784425600.0,5-LOW,Clerk#000000611,0,en accounts. final theodolites haggle against the specia
8822,35271,33307,F,1078.89,743731200.0,2-HIGH,Clerk#000000195,0,iously unusual packages are even requests. furiously regular package
8823,35296,135709,F,117062.49,795830400.0,5-LOW,Clerk#000000577,0, furious requests across
8824,35297,84349,F,117816.37,725846400.0,1-URGENT,Clerk#000000331,0,ns. express dependencies cajole blithely dependencies. blithely ironic idea
8825,35298,135100,F,86883.13,719452800.0,5-LOW,Clerk#000000044,0, fluffily dogged accounts poach carefully regular instructions; ironi
8826,35299,63476,F,162837.9,713491200.0,4-NOT SPECIFIED,Clerk#000000727,0,usly among the slyly special requests.
8827,35300,33176,F,210858.83,731116800.0,3-MEDIUM,Clerk#000000977,0,ithely close ideas. carefully special braids cajole slyly abo
8828,35301,37238,F,99113.73,724982400.0,5-LOW,Clerk#000000372,0,e bold requests. bold id
8829,35302,52778,F,292472.58,739497600.0,3-MEDIUM,Clerk#000000900,0,"olites. regular packages use above the even, pen"
8830,35303,82046,O,86045.54,888278400.0,4-NOT SPECIFIED,Clerk#000000628,0,of the excuses. blithely regular e
8831,35328,141776,F,165171.42,742089600.0,1-URGENT,Clerk#000000582,0,y ironic pinto beans; fluffily final ideas nag furio
8832,35329,62606,O,24911.88,858902400.0,1-URGENT,Clerk#000000655,0,ronic foxes boost blithely across the ironic dolphins. fu
8833,35330,108472,F,99726.33,766022400.0,1-URGENT,Clerk#000000359,0,s against the slyly bold deposits 
8834,35331,113690,O,59130.11,863136000.0,2-HIGH,Clerk#000000051,0,fully according to the quickly even deposits. furious
8835,35332,83266,O,28059.13,866678400.0,4-NOT SPECIFIED,Clerk#000000076,0,cross the excuses. final instructions haggle blithely unus
8836,35333,79211,O,152450.04,848793600.0,3-MEDIUM,Clerk#000000278,0,ges use carefully according to the accounts. blithel
8837,35334,34060,O,78009.34,838166400.0,5-LOW,Clerk#000000740,0,inal platelets mold slyly about the blithel
8838,35335,34819,O,219330.49,855792000.0,5-LOW,Clerk#000000577,0,"to beans. blithely regular excuses eat blithely at the pending, express d"
8839,35360,23957,P,299672.41,798249600.0,1-URGENT,Clerk#000000350,0, decoys use pinto beans. quickly special
8840,35361,38782,F,218269.36,765676800.0,3-MEDIUM,Clerk#000000098,0,"lar accounts hang blithely carefully regular deposits. final, unusual re"
8841,35362,34945,O,95967.8,804902400.0,2-HIGH,Clerk#000000155,0, requests nag. furiously unusual instructions al
8842,35363,69410,O,5183.04,848188800.0,4-NOT SPECIFIED,Clerk#000000769,0,s. blithely special deposits haggle carefully quickly final reque
8843,35364,13645,F,223059.97,787276800.0,1-URGENT,Clerk#000000327,0, realms nag alongsid
8844,35365,104206,O,101952.26,867110400.0,4-NOT SPECIFIED,Clerk#000000555,0, requests. unusual grouche
8845,35366,126319,O,279047.76,805593600.0,5-LOW,Clerk#000000056,0,courts are blithely? carefully ironic excuses cajo
8846,35367,89033,O,129043.06,828835200.0,4-NOT SPECIFIED,Clerk#000000678,0,thely special platele
8847,35392,120601,F,63110.41,698889600.0,2-HIGH,Clerk#000000644,0,hely furiously silent frays. close instructions sleep quick
8848,35393,128120,F,28390.39,798163200.0,3-MEDIUM,Clerk#000000952,0,sly slyly silent excuses. furiously pending 
8849,35394,56392,O,53213.97,865123200.0,4-NOT SPECIFIED,Clerk#000000901,0,nto beans against the carefully silent dependenci
8850,35395,77419,F,78966.28,764380800.0,3-MEDIUM,Clerk#000000428,0,ully quickly regular deposits. slyly final courts unwind. fluffily regular
8851,35396,56785,O,172552.53,825897600.0,2-HIGH,Clerk#000000081,0,eep carefully unusual 
8852,35397,79447,O,83382.92,894931200.0,3-MEDIUM,Clerk#000000471,0,rhorses. slyly even courts haggle after the furiously ev
8853,35398,112735,O,220055.12,849830400.0,3-MEDIUM,Clerk#000000695,0,thely carefully regular deposits. slyly express excuses wake blithel
8854,35399,67370,F,62829.59,790732800.0,5-LOW,Clerk#000000728,0,se carefully across the theodolites. blithel
8855,35424,77050,O,383749.66,820713600.0,1-URGENT,Clerk#000000234,0,dependencies. regular warthogs nag blithe
8856,35425,20249,F,245806.65,733363200.0,4-NOT SPECIFIED,Clerk#000000265,0,uickly bold dolphins are in place of the regular pinto beans. exp
8857,35426,119980,F,137472.36,749692800.0,2-HIGH,Clerk#000000452,0,"uickly ironic deposits. slyly ironic excuses unwind regular, regula"
8858,35427,30202,O,61549.22,825206400.0,4-NOT SPECIFIED,Clerk#000000321,0,onic asymptotes! stealthily ruthless Tiresias nag. carefully e
8859,35428,134044,F,112237.03,707961600.0,5-LOW,Clerk#000000863,0,s grow slyly. pinto beans wake quickly special pac
8860,35429,761,O,57701.87,846460800.0,5-LOW,Clerk#000000964,0,he blithely ironic deposits haggle boldly regular requests. blithely pendi
8861,35430,29668,F,237534.53,733104000.0,5-LOW,Clerk#000000346,0,lithely pending packages wak
8862,35431,6953,F,151458.22,785203200.0,1-URGENT,Clerk#000000733,0,lyly express excuses cajole fluffily at the unusual foxes. slyly ironic 
8863,35456,147205,F,293468.28,720662400.0,1-URGENT,Clerk#000000394,0,ges cajole special dependencies. slyly silent requ
8864,35457,112444,F,302962.79,786844800.0,5-LOW,Clerk#000000648,0,uriously ironic packages are quickly blithely ironic pinto bean
8865,35458,122821,O,58102.2,845078400.0,2-HIGH,Clerk#000000549,0,deposits wake. furiously specia
8866,35459,76918,O,118021.13,860803200.0,5-LOW,Clerk#000000878,0,packages sleep slyly among the blithely ironic somas. final theo
8867,35460,33250,F,332428.77,754444800.0,5-LOW,Clerk#000000112,0, deposits wake furiously into the s
8868,35461,77878,F,172916.85,770515200.0,1-URGENT,Clerk#000000466,0, express requests across the slyly regular deposits haggle about the bl
8869,35462,132146,O,228017.9,897436800.0,1-URGENT,Clerk#000000115,0,usly blithely careful pinto 
8870,35463,77743,O,76541.45,834537600.0,5-LOW,Clerk#000000332,0,pending foxes. carefully regular accounts haggl
8871,35488,117082,O,267069.3,808704000.0,3-MEDIUM,Clerk#000000407,0,structions detect slyly final pinto b
8872,35489,64826,O,150729.96,898300800.0,2-HIGH,Clerk#000000249,0, across the slyly even instr
8873,35490,67219,F,269111.45,755308800.0,2-HIGH,Clerk#000000817,0,"ole fluffily around the ironic, "
8874,35491,97423,O,10284.1,837648000.0,4-NOT SPECIFIED,Clerk#000000986,0,"blithely throughout the slyly unusual packages? even, regular "
8875,35492,123673,F,224346.93,697766400.0,3-MEDIUM,Clerk#000000046,0,ckly slyly ironic pinto
8876,35493,1147,F,17147.9,765244800.0,2-HIGH,Clerk#000000855,0,counts. carefully regular instructions cajole ironic packages. q
8877,35494,72536,F,191548.19,792806400.0,3-MEDIUM,Clerk#000000107,0,he even dolphins; brave ideas cajole about the slyly ironic cour
8878,35495,56717,O,102694.81,868147200.0,3-MEDIUM,Clerk#000000845,0, nag blithely against the quic
8879,35520,140995,O,23868.92,887932800.0,5-LOW,Clerk#000000794,0,s wake quickly. carefully regular accounts alongside of th
8880,35521,139381,O,149656.43,827193600.0,3-MEDIUM,Clerk#000000696,0,"uriously bold deposits. regular, even accounts sleep caref"
8881,35522,21464,F,86407.53,751593600.0,5-LOW,Clerk#000000624,0,"e. ironic requests are furiously. final,"
8882,35523,131855,O,64484.52,833068800.0,3-MEDIUM,Clerk#000000491,0,"egular accounts? pending, pending foxes against the carefully ironic"
8883,35524,126656,O,3028.22,868665600.0,1-URGENT,Clerk#000000128,0, carefully thin pack
8884,35525,56587,O,203053.56,816048000.0,3-MEDIUM,Clerk#000000667,0,s. blithely pending requests wake alongside of the furiously express a
8885,35526,46262,O,66959.03,838598400.0,5-LOW,Clerk#000000236,0, blithely bold deposits cajole 
8886,35527,60529,F,45390.28,735955200.0,5-LOW,Clerk#000000215,0,y unusual realms haggle blithely theodolites. furiously re
8887,35552,132172,O,111679.81,860371200.0,2-HIGH,Clerk#000000782,0,uffily. ironic instructions w
8888,35553,42661,F,12875.06,733104000.0,4-NOT SPECIFIED,Clerk#000000012,0,s ideas around the theodolites haggle slyly a
8889,35554,125803,F,97215.01,717379200.0,4-NOT SPECIFIED,Clerk#000000530,0,al deposits across the blithely ironic courts cajole unusual dep
8890,35555,119884,P,142197.59,794361600.0,3-MEDIUM,Clerk#000000147,0,uickly regular foxes. carefully ironic deposits wake slyly agai
8891,35556,68626,O,355763.21,859939200.0,1-URGENT,Clerk#000000208,0,quests. furiously even foxes cajole al
8892,35557,35707,F,235349.78,761961600.0,3-MEDIUM,Clerk#000000284,0,ructions cajole blithely after the regular accounts. final asymptotes 
8893,35558,99676,F,111067.38,779673600.0,1-URGENT,Clerk#000000572,0, furious pinto beans sleep
8894,35559,33238,O,52878.03,892080000.0,4-NOT SPECIFIED,Clerk#000000781,0,ests cajole furiously even platelets; fluff
8895,35584,5218,P,81791.18,799545600.0,3-MEDIUM,Clerk#000000607,0,telets. pending packages nag blithely after the quickly express deposits.
8896,35585,75497,O,119520.44,867628800.0,3-MEDIUM,Clerk#000000385,0,"ronic packages. final, bold requests are"
8897,35586,18547,O,258467.4,846115200.0,4-NOT SPECIFIED,Clerk#000000348,0,ons sublate fluffily finally pending packages. careful
8898,35587,147895,O,265703.12,816048000.0,1-URGENT,Clerk#000000995,0,mise slyly quickly ironic pinto beans.
8899,35588,10283,F,158605.86,740016000.0,5-LOW,Clerk#000000448,0,he silently ironic packages h
8900,35589,17420,F,189897.01,757036800.0,5-LOW,Clerk#000000337,0,s haggle carefully. blithely final d
8901,35590,125740,F,237907.68,723340800.0,1-URGENT,Clerk#000000180,0,uctions. carefully ironic packages use. furiously
8902,35591,88534,O,208120.78,851644800.0,4-NOT SPECIFIED,Clerk#000000193,0, furiously. carefully special platelets integrate about 
8903,35616,134437,F,26274.29,726364800.0,4-NOT SPECIFIED,Clerk#000000289,0,nag final packages. ironic theodolites haggle
8904,35617,12913,F,15277.07,791596800.0,4-NOT SPECIFIED,Clerk#000000492,0,ly regular frets use fluffily silent theodolites. fluffily regula
8905,35618,103438,O,140908.23,825811200.0,5-LOW,Clerk#000000594,0,"e along the careful, special accounts. daringly express packages use quickly."
8906,35619,119239,O,215036.23,831772800.0,4-NOT SPECIFIED,Clerk#000000747,0,s doubt blithely pe
8907,35620,33736,O,146918.04,839462400.0,3-MEDIUM,Clerk#000000513,0,"ts. carefully even packages sleep slyly against the pending, e"
8908,35621,143191,F,125948.9,788140800.0,2-HIGH,Clerk#000000863,0,s wake doggedly furiously final deposits. slyly express requests cajole plate
8909,35622,145666,O,88373.89,897091200.0,2-HIGH,Clerk#000000154,0, carefully silent the
8910,35623,29671,O,178803.35,825724800.0,5-LOW,Clerk#000000230,0,ly regular asymptotes haggle quickly! package
8911,35648,73052,O,113377.02,884908800.0,1-URGENT,Clerk#000000952,0,"g to the bold accounts. regular, bold acc"
8912,35649,32479,O,140508.43,813283200.0,3-MEDIUM,Clerk#000000470,0,iously bold deposits after the carefully ironic pinto beans
8913,35650,16093,O,192398.56,841276800.0,1-URGENT,Clerk#000000457,0,"-- slyly regular requests haggle final, unusual accounts. court"
8914,35651,17173,O,342984.92,897350400.0,1-URGENT,Clerk#000000808,0,o beans. quickly ironic requests above the carefully express deposits nag requ
8915,35652,145813,F,357647.2,748656000.0,5-LOW,Clerk#000000909,0,ests above the fluffily final foxes sleep above the accounts. b
8916,35653,107798,O,59331.41,834364800.0,1-URGENT,Clerk#000000654,0,nstructions against the platelets nag above the furiously regular 
8917,35654,54946,O,68343.15,810518400.0,4-NOT SPECIFIED,Clerk#000000996,0,d hockey players haggle according to the regular reque
8918,35655,53830,O,13698.91,901411200.0,4-NOT SPECIFIED,Clerk#000000852,0,unts boost ironic foxes. carefully unusual depos
8919,35680,45364,O,40969.62,823824000.0,3-MEDIUM,Clerk#000000872,0,"lithely according to the even, pending accounts. pending, special braids "
8920,35681,99607,O,99379.79,872640000.0,1-URGENT,Clerk#000000298,0,ronic accounts sleep furiously. unusual requests cajole slyly.
8921,35682,77497,F,274873.69,773452800.0,2-HIGH,Clerk#000000889,0,ideas nag after the fluffily silent ideas! permane
8922,35683,28045,O,140892.88,875232000.0,3-MEDIUM,Clerk#000000526,0,ide of the furiously express dolphins. fluffily final
8923,35684,22996,O,196883.24,807494400.0,5-LOW,Clerk#000000768,0,requests. unusual packages boost along 
8924,35685,61075,F,73254.39,785635200.0,2-HIGH,Clerk#000000182,0,lar grouches. quickly ironic asymptotes aro
8925,35686,24751,F,114406.09,749606400.0,2-HIGH,Clerk#000000850,0,nstructions. furiously final pains wake pa
8926,35687,37945,O,190310.35,816739200.0,4-NOT SPECIFIED,Clerk#000000812,0,nts haggle about the ironic platelets. stealthily even excuses boos
8927,35712,66628,F,253226.01,719884800.0,2-HIGH,Clerk#000000419,0,requests are blithely
8928,35713,57952,F,10615.29,719366400.0,3-MEDIUM,Clerk#000000816,0,rate around the accounts.
8929,35714,22114,O,154124.21,859939200.0,3-MEDIUM,Clerk#000000162,0,fully idle pinto beans. slyly final acco
8930,35715,104291,F,163414.75,729129600.0,5-LOW,Clerk#000000531,0, fluffily pending theodolites breach
8931,35716,64024,O,35369.16,827193600.0,2-HIGH,Clerk#000000403,0, use blithely. furiously express requests dou
8932,35717,87292,O,29762.98,892166400.0,3-MEDIUM,Clerk#000000270,0, express foxes haggle slyly furious
8933,35718,106069,O,355466.55,879811200.0,4-NOT SPECIFIED,Clerk#000000675,0,n theodolites wake carefully final foxes. regular decoys are at
8934,35719,80287,O,67124.23,855792000.0,2-HIGH,Clerk#000000543,0,ffily even asymptotes grow slyly quickly express packages. 
8935,35744,124543,F,166547.9,764294400.0,4-NOT SPECIFIED,Clerk#000000094,0,its cajole slyly. accounts nag slyly closely bold requests. expr
8936,35745,90895,O,126853.71,813715200.0,3-MEDIUM,Clerk#000000945,0,deas across the even deposits affix ca
8937,35746,55136,F,132430.8,760752000.0,4-NOT SPECIFIED,Clerk#000000299,0,"express deposits. even, final instructions believe blithely. requests"
8938,35747,111880,O,127860.42,873158400.0,3-MEDIUM,Clerk#000000207,0,ng to the fluffily regular foxes. bold accounts sleep. pe
8939,35748,96451,O,211481.3,844732800.0,3-MEDIUM,Clerk#000000502,0,ld ideas. accounts integrate furiously 
8940,35749,149089,O,65959.25,826070400.0,3-MEDIUM,Clerk#000000087,0,kly ironic deposits according to the
8941,35750,127861,F,126323.58,749088000.0,2-HIGH,Clerk#000000613,0,totes. blithely unusual requests breach quickly furiously even packag
8942,35751,33769,O,289018.74,858384000.0,1-URGENT,Clerk#000000825,0,foxes. quickly even decoys al
8943,35776,95608,F,275183.88,760406400.0,3-MEDIUM,Clerk#000000554,0,eposits; bold pinto beans maintain carefully 
8944,35777,78634,F,141113.08,747532800.0,1-URGENT,Clerk#000000948,0,inst the fluffily unusual accounts haggle carefully according to the speci
8945,35778,89074,O,93989.89,811296000.0,5-LOW,Clerk#000000997,0,"ourts haggle carefully regular, final foxe"
8946,35779,52762,F,59007.14,739843200.0,4-NOT SPECIFIED,Clerk#000000445,0,y. furiously regular sentiments haggle 
